country,year,dva_value,fnl_value,exgr_value,dva_share,dva_ratio,dva_growth,dva_lag,dva_share_growth,dva_share_lag
SGP,2010,69167.529,48437.316,119334.266,0.5796116347671674,1.427980216740333,16.117081021527024,59567.058,0.22619256550078237,0.5773497091121595
SGP,2011,81895.856,58015.593,143317.29,0.5714303975465904,1.4116180110405836,18.402171053414396,69167.529,-0.8181237220576953,0.5796116347671674
SGP,2012,83905.086,60760.263,149186.718,0.5624165952896691,1.3809203887086532,2.453396420937337,81895.856,-0.9013802256921277,0.5714303975465904
SGP,2013,81796.188,54349.252,142762.563,0.5729526444548351,1.5050103725438575,-2.513432856740061,83905.086,1.0536049165165928,0.5624165952896691
SGP,2014,86139.724,56570.999,150021.354,0.5741830859625491,1.522683451285702,5.31019367308414,81796.188,0.12304415077140085,0.5729526444548351
SGP,2015,89037.417,62660.6,159204.561,0.5592642348983959,1.4209474055467073,3.363945071381935,86139.724,-1.4918851064153138,0.5741830859625491
SGP,2016,91457.157,62875.823,155805.391,0.5869961007960245,1.4545679505459517,2.717666439043276,89037.417,2.773186589762855,0.5592642348983959
SGP,2017,100455.089,73374.209,179292.645,0.5602856101542817,1.369079004313355,9.838412099339578,91457.157,-2.67104906417428,0.5869961007960245
SGP,2018,111006.393,78491.123,194478.412,0.5707903096205865,1.4142541061617884,10.503503710001173,100455.089,1.0504699466304834,0.5602856101542817
SGP,2019,106726.705,73183.558,191205.979,0.5581766091111617,1.458342664892024,-3.855352727297423,111006.393,-1.2613700509424786,0.5707903096205865
SGP,2020,106549.542,71370.841,199917.674,0.5329670952454159,1.492900188747951,-0.16599687960009435,106726.705,-2.520951386574588,0.5581766091111617
SGP,2021,126808.751,84808.578,242369.855,0.5232034775941917,1.4952349631425257,19.013886516752933,106549.542,-0.9763617651224132,0.5329670952454159
SGP,2022,148358.09,94965.714,269641.133,0.550205706189493,1.5622279215422945,16.993574047582882,126808.751,2.7002228595301325,0.5232034775941917
THA,2000,33581.43,32458.377,52752.937,0.6365793434401577,1.0345997891391796,,,,
THA,2001,30202.571,29233.066,47663.127,0.6336674259748002,1.033164670445447,-10.061688856013573,33581.43,-0.2911917465357461,0.6365793434401577
THA,2002,31933.01,30251.49,49422.065,0.6461286067265704,1.0555847001255143,5.72944270207989,30202.571,1.2461180751770162,0.6336674259748002
THA,2003,35078.062,31710.758,54425.711,0.6445127009916324,1.106188064000236,9.848905568250533,31933.01,-0.16159057349379724,0.6461286067265704
THA,2004,39798.38,37163.584,64014.209,0.6217116577977242,1.0708972525362461,13.456610003141002,35078.062,-2.280104319390819,0.6445127009916324
THA,2005,42555.151,41113.43,71450.42,0.5955899349506972,1.035066911225845,6.926842248352827,39798.38,-2.6121722847026962,0.6217116577977242
THA,2006,49656.525,46536.773,81874.105,0.6064985382130285,1.0670384257198067,16.68746046747667,42555.151,1.090860326233123,0.5955899349506972
THA,2007,59070.63,53164.678,93913.66,0.6289886902501722,1.1110878918518043,18.958445038189844,49656.525,2.2490152037143774,0.6064985382130285
THA,2008,62524.949,57708.644,103940.849,0.6015435663797589,1.0834589875305336,5.847777482650862,59070.63,-2.7445123870413313,0.6289886902501722
THA,2009,56179.395,49573.626,86724.266,0.6477932600778655,1.1332516810450783,-10.148835147390534,62524.949,4.62496936981066,0.6015435663797589
THA,2010,65295.151,59665.201,102967.269,0.6341350181871872,1.0943590217688195,16.226155514846674,56179.395,-1.3658241890678324,0.6477932600778655
THA,2011,70043.543,67590.444,115464.755,0.6066227135717736,1.0362935772400015,7.272196981365453,65295.151,-2.751230461541365,0.6341350181871872
