iso3,year,outcome_main,treatment_event,acled_event_count,acled_fatalities_sum,refugees_under_mandate,asylum_seekers,idps,total_displaced,acled_period_flag,source_note
EGY,2000,4.09609057659976,0.0,0.0,0.0,3954.0,1151.0,0.0,5105.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2001,1.35955211640928,0.0,0.0,0.0,4677.0,1442.0,0.0,6119.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2002,0.258696268364815,0.0,0.0,0.0,6442.0,1825.0,0.0,8267.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2003,1.05358246778609,0.0,0.0,0.0,5734.0,2019.0,0.0,7753.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2004,1.96524683873078,0.0,0.0,0.0,5361.0,2242.0,0.0,7603.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2005,2.38032461797421,0.0,0.0,0.0,6288.0,2327.0,0.0,8615.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2006,4.77751297935043,0.0,0.0,0.0,7608.0,1675.0,0.0,9283.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2007,5.0854672784842,0.0,0.0,0.0,6789.0,1614.0,0.0,8403.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2008,5.17381069878276,0.0,0.0,0.0,6777.0,1803.0,0.0,8580.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2009,2.7155259206418,0.0,0.0,0.0,6983.0,1626.0,0.0,8609.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2010,3.14977851168294,0.0,0.0,0.0,6903.0,1571.0,0.0,8474.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2011,-0.354646267702748,0.0,0.0,0.0,7922.0,2613.0,0.0,10535.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2012,-0.0429670178954922,0.0,0.0,0.0,10014.0,4118.0,0.0,14132.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2013,-0.14323388107762,0.0,0.0,0.0,12804.0,9478.0,0.0,22282.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2014,0.599558564006458,0.0,0.0,0.0,15899.0,10816.0,0.0,26715.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2015,2.20415858015615,0.0,0.0,0.0,17929.0,12142.0,0.0,30071.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2016,2.24497375649698,0.0,0.0,0.0,19792.0,13026.0,0.0,32818.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2017,2.12015477172733,0.0,0.0,0.0,22106.0,14588.0,0.0,36694.0,False,UNHCR population API (origin-based annual aggregates)
EGY,2018,3.35166753247044,497.0,497.0,0.0,24850.0,16760.0,0.0,41610.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2019,3.71584088573542,705.0,705.0,0.0,27416.0,16627.0,0.0,44043.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2020,1.88111975917718,644.0,644.0,0.0,26553.0,16313.0,0.0,42866.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2021,1.76220484283698,313.0,313.0,0.0,27498.0,21016.0,0.0,48514.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2022,5.01555864991792,248.0,248.0,0.0,24390.0,27834.0,0.0,52224.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2023,2.02315842412948,207.0,207.0,0.0,23160.0,46356.0,0.0,69516.0,True,UNHCR population API (origin-based annual aggregates)
EGY,2024,0.639636335125445,129.0,129.0,0.0,23736.0,55917.0,0.0,79653.0,True,UNHCR population API (origin-based annual aggregates)
IRQ,2000,13.0301611362924,0.0,0.0,0.0,526165.0,40630.0,0.0,566795.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2001,-1.35847551126994,0.0,0.0,0.0,530508.0,34826.0,0.0,565334.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2002,-11.0582696179366,0.0,0.0,0.0,422504.0,29641.0,0.0,452145.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2003,-38.5382182871903,0.0,0.0,0.0,368577.0,31591.0,0.0,400168.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2004,49.0738525824483,0.0,0.0,0.0,311889.0,30619.0,0.0,342508.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2005,-1.29394759634579,0.0,0.0,0.0,262302.0,34438.0,1200000.0,1496740.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2006,4.86652515076509,0.0,0.0,0.0,1450908.0,47294.0,1834368.0,3332570.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2007,2.69566336957755,0.0,0.0,0.0,2309246.0,27667.0,2385865.0,4722778.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2008,6.06351402987207,0.0,0.0,0.0,1903516.0,25654.0,2647251.0,4576421.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2009,-0.359808708496018,0.0,0.0,0.0,1785215.0,22372.0,1552003.0,3359590.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2010,3.01924651269078,0.0,0.0,0.0,1683576.0,29939.0,1343568.0,3057083.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2011,3.81441942451566,0.0,0.0,0.0,1428306.0,24485.0,1332382.0,2785173.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2012,8.88055394419878,0.0,0.0,0.0,746204.0,24239.0,1131810.0,1902253.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2013,2.6646473210161,0.0,0.0,0.0,401461.0,43145.0,954128.0,1398734.0,False,UNHCR population API (origin-based annual aggregates)
IRQ,2014,-1.2842545257663,0.0,0.0,0.0,369960.0,103724.0,3596356.0,4070040.0,False,UNHCR population API (origin-based annual aggregates)
